city,region,city_id,quarter,key,title,wordscount,titlewords,sentimentP1HV,sentiment_titleP1HV,setimentP1LM,sentiment_titleP1LM,postiveP2HV,negativeP2HV,postive_titleP2HV,negative_titleP2HV,postiveP2LM,negativeP2LM,postive_titleP2LM,negative_titleP2LM,scoreP1HV,score_titleP1HV,scoreP1LM,score_titleP1LM,SQHV,NcountHV,PcountHV,SQ_titleHV,Ncount_titleHV,Pcount_titleHV,SQLM,NcountLM,PcountLM,SQ_titleLM,Ncount_titleLM,Pcount_titleLM,Income,Rent,Unemployment,Population,6MonthRate,houseIndex
Perth,,6,2015Q2,Perth2015Q2,11,4209,48,76,-1,-29,-2,8,2,1,2,3,6,0,2,0.018056545,-0.000237586,-0.006889998,-0.000475172,0.8,0.181818182,0.727272727,0.333333333,0.181818182,0.090909091,0.333333333,0.545454545,0.272727273,0,0.181818182,0,14251,112.6,5.551861233,2044.509,2.523923077,113.4
Perth,,6,2015Q3,Perth2015Q3,6,2583,18,50,0,-8,0,4,1,0,0,2,3,0,0,0.019357336,0,-0.003097174,0,0.8,0.166666667,0.666666667,,0,0,0.4,0.5,0.333333333,,0,0,13981,111.6,6.0446279,2047.807,2.476818182,110.7
Perth,,6,2015Q4,Perth2015Q4,18,7766,108,139,1,12,2,16,1,5,5,8,9,5,5,0.017898532,0.000128766,0.001545197,0.000257533,0.941176471,0.055555556,0.888888889,0.5,0.277777778,0.277777778,0.470588235,0.5,0.444444444,0.5,0.277777778,0.277777778,14626,110.1,5.814546033,2050.066667,2.598636364,111.2
Perth,,6,2016Q1,Perth2016Q1,16,7812,85,150,4,-45,0,13,2,6,2,7,9,1,1,0.019201229,0.000512033,-0.005760369,0,0.866666667,0.125,0.8125,0.75,0.125,0.375,0.4375,0.5625,0.4375,0.5,0.0625,0.0625,13338,107.6,6.220237233,2053.844333,2.554384615,109.3
Perth,,6,2016Q2,Perth2016Q2,11,4098,65,76,3,4,0,10,0,5,2,3,8,1,1,0.018545632,0.000732064,0.000976086,0,1,0,0.909090909,0.714285714,0.181818182,0.454545455,0.272727273,0.727272727,0.272727273,0.5,0.090909091,0.090909091,14318,106.8,5.668399733,2055.669,2.379,108
Perth,,6,2016Q3,Perth2016Q3,6,2842,29,58,1,14,0,6,0,2,1,3,3,1,1,0.020408163,0.000351865,0.004926108,0,1,0,1,0.666666667,0.166666667,0.333333333,0.5,0.5,0.5,0.5,0.166666667,0.166666667,14139,104.5,6.174705867,2058.449333,2.28969697,106.3
Perth,,6,2016Q4,Perth2016Q4,12,4758,64,76,8,-5,2,10,1,7,0,7,5,4,2,0.015973098,0.001681379,-0.001050862,0.000420345,0.909090909,0.083333333,0.833333333,1,0,0.583333333,0.583333333,0.416666667,0.583333333,0.666666667,0.166666667,0.333333333,15351,102.2,6.192499533,2060.620333,2.277538462,106.6
Perth,,6,2017Q1,Perth2017Q1,9,4649,54,91,2,-16,-1,8,1,2,0,2,7,1,2,0.019574102,0.0004302,-0.0034416,-0.0002151,0.888888889,0.111111111,0.888888889,1,0,0.222222222,0.222222222,0.777777778,0.222222222,0.333333333,0.222222222,0.111111111,14021,99.7,6.8013709,2064.435667,2.197923077,105.5
Perth,,6,2017Q2,Perth2017Q2,11,4541,65,93,3,5,0,10,1,3,0,6,4,2,2,0.02048007,0.000660647,0.001101079,0,0.909090909,0.090909091,0.909090909,1,0,0.272727273,0.6,0.363636364,0.545454545,0.5,0.181818182,0.181818182,14790,98.2,5.480162233,2067.556667,2.083076923,104.7
Perth,,6,2017Q3,Perth2017Q3,8,4319,49,84,6,-43,1,7,1,6,0,3,5,2,1,0.019448947,0.00138921,-0.009956008,0.000231535,0.875,0.125,0.875,1,0,0.75,0.375,0.625,0.375,0.666666667,0.125,0.25,14616,96.1,5.567106133,2071.058667,2.095230769,103.7
Perth,,6,2017Q4,Perth2017Q4,3,1239,22,39,1,13,0,3,0,1,0,2,0,0,0,0.031476998,0.000807103,0.010492333,0,1,0,1,1,0,0.333333333,1,0,0.666666667,,0,0,15333,94.9,5.807606733,2073.704667,2.135153846,104.8
Perth,,6,2018Q1,Perth2018Q1,2,824,14,20,1,0,0,2,0,1,0,1,1,0,0,0.024271845,0.001213592,0,0,1,0,1,1,0,0.5,0.5,0.5,0.5,,0,0,14124,93.4,6.7590576,2078.275667,2.157230769,103.9
Perth,,6,2018Q2,Perth2018Q2,4,1241,25,26,-2,-2,-1,3,1,0,2,1,2,0,1,0.020950846,-0.001611604,-0.001611604,-0.000805802,0.75,0.25,0.75,0,0.5,0,0.333333333,0.5,0.25,0,0.25,0,15083,91.7,6.068517167,2082.284,2.224384615,103.8
Perth,,6,2018Q3,Perth2018Q3,3,1087,21,28,2,17,0,3,0,2,0,3,0,0,0,0.02575897,0.001839926,0.015639374,0,1,0,1,1,0,0.666666667,1,0,1,,0,0,14812,90.2,6.0597428,2087.394,2.363384615,103.2
Perth,,6,2018Q4,Perth2018Q4,9,3669,54,22,1,-47,-4,5,3,2,3,2,6,1,4,0.005996184,0.000272554,-0.01281003,-0.001090215,0.625,0.333333333,0.555555556,0.4,0.333333333,0.222222222,0.25,0.666666667,0.222222222,0.2,0.444444444,0.111111111,15631,89.1,5.937053333,2092.094,2.338030303,102.2
Perth,,6,2019Q1,Perth2019Q1,5,2040,32,-20,-1,-27,1,2,3,0,1,2,3,1,0,-0.009803922,-0.000490196,-0.013235294,0.000490196,0.4,0.6,0.4,0,0.2,0,0.4,0.6,0.4,1,0,0.2,14309,88.5,6.785941467,2098.763667,2.1821875,101.1
Perth,,6,2019Q2,Perth2019Q2,6,2571,31,38,0,-9,0,5,1,1,1,3,3,0,0,0.014780241,0,-0.003500583,0,0.833333333,0.166666667,0.833333333,0.5,0.166666667,0.166666667,0.5,0.5,0.5,,0,0,15459,88.3,5.770791667,2104.345,1.700230769,99.7
Perth,,6,2019Q3,Perth2019Q3,3,1384,19,41,1,5,0,3,0,1,0,2,1,0,0,0.029624277,0.000722543,0.003612717,0,1,0,1,1,0,0.333333333,0.666666667,0.333333333,0.666666667,,0,0,15276,88.2,5.685543167,2110.968,1.345606061,98.5
Perth,,6,2019Q4,Perth2019Q4,3,1574,21,38,1,-4,1,3,0,1,0,2,1,1,0,0.024142313,0.000635324,-0.002541296,0.000635324,1,0,1,1,0,0.333333333,0.666666667,0.333333333,0.666666667,1,0,0.333333333,15813,88.1,5.394755267,2115.789,1.124242424,99.6
Hobart,,4,2003Q1,Hobart2003Q1,4,1053,28,25,3,5,1,3,1,2,1,3,1,2,1,0.02374169,0.002849003,0.004748338,0.000949668,0.75,0.25,0.75,0.666666667,0.25,0.5,0.75,0.25,0.75,0.666666667,0.25,0.5,11091,69.2,9.477180133,379.1293333,4.638196875,
Hobart,,4,2003Q2,Hobart2003Q2,7,2370,43,56,5,5,0,7,0,4,0,4,3,1,1,0.023628692,0.002109705,0.002109705,0,1,0,1,1,0,0.571428571,0.571428571,0.428571429,0.571428571,0.5,0.142857143,0.142857143,11593,69.4,7.799833733,380.3936667,4.587512308,
Hobart,,4,2003Q3,Hobart2003Q3,14,6440,102,125,7,-15,3,12,1,7,1,7,5,3,0,0.019409938,0.001086957,-0.002329193,0.000465839,0.923076923,0.071428571,0.857142857,0.875,0.071428571,0.5,0.583333333,0.357142857,0.5,1,0,0.214285714,11810,70.3,7.2468944,381.6243333,4.738401515,61.2
Hobart,,4,2003Q4,Hobart2003Q4,12,4148,89,103,11,-2,-3,11,1,8,1,7,4,1,4,0.024831244,0.00265188,-0.00048216,-0.00072324,0.916666667,0.083333333,0.916666667,0.888888889,0.083333333,0.666666667,0.636363636,0.333333333,0.583333333,0.2,0.333333333,0.083333333,12879,71.3,6.824024333,383.0803333,5.303036364,66.5
Hobart,,4,2004Q1,Hobart2004Q1,12,4533,86,110,12,-15,-1,11,1,9,0,2,6,2,2,0.02426649,0.002647253,-0.003309067,-0.000220604,0.916666667,0.083333333,0.916666667,1,0,0.75,0.25,0.5,0.166666667,0.5,0.166666667,0.166666667,11682,72,6.800057733,384.551,5.520466154,68.7
Hobart,,4,2004Q2,Hobart2004Q2,9,2670,47,52,4,-11,-2,7,1,3,0,2,5,0,1,0.019475655,0.001498127,-0.00411985,-0.000749064,0.875,0.111111111,0.777777778,1,0,0.333333333,0.285714286,0.555555556,0.222222222,0,0.111111111,0,12258,72.9,6.086331133,385.467,5.487298462,71.8
Hobart,,4,2004Q3,Hobart2004Q3,10,2378,59,60,0,5,2,8,0,2,3,5,4,2,1,0.025231287,0,0.002102607,0.000841043,1,0,0.8,0.4,0.3,0.2,0.555555556,0.4,0.5,0.666666667,0.1,0.2,12218,73.4,6.822812033,386.2946667,5.429466667,72.3
Hobart,,4,2004Q4,Hobart2004Q4,7,2362,41,25,-2,-23,0,5,1,1,3,1,6,0,0,0.010584251,-0.00084674,-0.009737511,0,0.833333333,0.142857143,0.714285714,0.25,0.428571429,0.142857143,0.142857143,0.857142857,0.142857143,,0,0,13056,74,6.0161775,387.2693333,5.353707576,74.6
Hobart,,4,2005Q1,Hobart2005Q1,6,1747,48,26,-2,3,-1,5,1,1,3,3,3,0,1,0.014882656,-0.00114482,0.00171723,-0.00057241,0.833333333,0.166666667,0.833333333,0.25,0.5,0.166666667,0.5,0.5,0.5,0,0.166666667,0,11859,74.7,6.0763304,388.3453333,5.615735938,75.8
Hobart,,4,2005Q2,Hobart2005Q2,8,2647,46,40,-3,-30,-2,5,1,2,4,1,7,1,3,0.015111447,-0.001133359,-0.011333585,-0.000755572,0.833333333,0.125,0.625,0.333333333,0.5,0.25,0.125,0.875,0.125,0.25,0.375,0.125,12616,75.2,5.6471561,389.0656667,5.647849231,76.9
Hobart,,4,2005Q3,Hobart2005Q3,7,2099,44,14,3,-29,2,5,2,3,2,1,5,2,1,0.006669843,0.001429252,-0.013816103,0.000952835,0.714285714,0.285714286,0.714285714,0.6,0.285714286,0.428571429,0.166666667,0.714285714,0.142857143,0.666666667,0.142857143,0.285714286,12665,76,6.1629959,389.767,5.566534848,76.7
Hobart,,4,2005Q4,Hobart2005Q4,4,971,21,16,3,-17,1,4,0,3,0,2,2,1,0,0.016477858,0.003089598,-0.017507724,0.001029866,1,0,1,1,0,0.75,0.5,0.5,0.5,1,0,0.25,13584,76.8,6.8251823,390.8493333,5.623324615,79.1
Hobart,,4,2006Q1,Hobart2006Q1,6,1103,30,28,3,6,1,4,1,3,1,3,2,1,0,0.025385313,0.002719855,0.00543971,0.000906618,0.8,0.166666667,0.666666667,0.75,0.166666667,0.5,0.6,0.333333333,0.5,1,0,0.166666667,12238,78.1,7.005508467,391.9756667,5.572124615,81
Hobart,,4,2006Q2,Hobart2006Q2,7,1980,45,61,5,-3,1,7,0,3,0,2,3,2,1,0.030808081,0.002525253,-0.001515152,0.000505051,1,0,1,1,0,0.428571429,0.4,0.428571429,0.285714286,0.666666667,0.142857143,0.285714286,12816,79.1,6.053128867,392.6156667,5.861075385,83.4
Hobart,,4,2006Q3,Hobart2006Q3,4,1095,18,16,1,-10,0,3,1,1,0,0,2,1,1,0.014611872,0.000913242,-0.00913242,0,0.75,0.25,0.75,1,0,0.25,0,0.5,0,0.5,0.25,0.25,12940,80,6.3307662,393.4013333,6.173846154,84.6
Hobart,,4,2006Q4,Hobart2006Q4,4,1025,24,23,0,3,0,4,0,1,1,2,2,0,0,0.022439024,0,0.002926829,0,1,0,1,0.5,0.25,0.25,0.5,0.5,0.5,,0,0,13850,80.4,6.023123,394.4666667,6.353230769,86.1
Hobart,,4,2007Q1,Hobart2007Q1,6,2086,41,28,4,-18,-2,5,1,2,0,2,4,0,2,0.013422819,0.001917546,-0.008628955,-0.000958773,0.833333333,0.166666667,0.833333333,1,0,0.333333333,0.333333333,0.666666667,0.333333333,0,0.333333333,0,12667,82.2,5.662330533,395.5703333,6.417384615,88.5
Hobart,,4,2007Q2,Hobart2007Q2,3,1241,18,16,3,-3,3,2,1,2,0,1,2,2,0,0.012892828,0.002417405,-0.002417405,0.002417405,0.666666667,0.333333333,0.666666667,1,0,0.666666667,0.333333333,0.666666667,0.333333333,1,0,0.666666667,13363,83.4,4.486709533,396.4016667,6.439846154,89.6
Hobart,,4,2007Q3,Hobart2007Q3,15,4595,80,68,3,-55,-3,11,2,6,3,1,11,2,5,0.014798694,0.000652884,-0.011969532,-0.000652884,0.846153846,0.133333333,0.733333333,0.666666667,0.2,0.4,0.083333333,0.733333333,0.066666667,0.285714286,0.333333333,0.133333333,13372,84.4,5.153766367,397.3923333,6.782692308,92.3
Hobart,,4,2007Q4,Hobart2007Q4,8,2883,53,45,0,-32,-4,7,1,1,1,0,8,0,4,0.015608741,0,-0.011099549,-0.001387444,0.875,0.125,0.875,0.5,0.125,0.125,0,1,0,0,0.5,0,14283,84.7,5.528394633,398.608,7.257424242,96
Hobart,,4,2008Q1,Hobart2008Q1,13,4497,88,136,6,-26,-4,10,3,7,4,4,7,0,3,0.030242384,0.001334223,-0.005781632,-0.000889482,0.769230769,0.230769231,0.769230769,0.636363636,0.307692308,0.538461538,0.363636364,0.538461538,0.307692308,0,0.230769231,0,12928,86.2,5.126608967,400.103,7.697615385,93.9
Hobart,,4,2008Q2,Hobart2008Q2,14,4354,87,58,2,-24,3,10,3,5,4,2,9,4,1,0.013321084,0.000459348,-0.005512173,0.000689022,0.769230769,0.214285714,0.714285714,0.555555556,0.285714286,0.357142857,0.181818182,0.642857143,0.142857143,0.8,0.071428571,0.285714286,13965,87.1,3.6528112,401.274,7.968,95.2
Hobart,,4,2008Q3,Hobart2008Q3,7,1861,36,22,0,-14,-3,4,3,2,1,3,4,0,2,0.011821601,0,-0.007522837,-0.001612037,0.571428571,0.428571429,0.571428571,0.666666667,0.142857143,0.285714286,0.428571429,0.571428571,0.428571429,0,0.285714286,0,14194,87.8,4.121100267,402.4926667,7.559015152,93.3
Hobart,,4,2008Q4,Hobart2008Q4,12,4260,64,54,2,-1,1,9,3,6,2,6,5,2,1,0.012676056,0.000469484,-0.000234742,0.000234742,0.75,0.25,0.75,0.75,0.166666667,0.5,0.545454545,0.416666667,0.5,0.666666667,0.083333333,0.166666667,14788,88.9,4.5424033,403.9703333,5.496212121,93.9
Hobart,,4,2009Q1,Hobart2009Q1,10,3722,58,52,2,0,3,8,2,4,2,4,5,4,1,0.013970983,0.000537346,0,0.000806018,0.8,0.2,0.8,0.666666667,0.2,0.4,0.444444444,0.5,0.4,0.8,0.1,0.4,13067,90.3,4.6680031,405.5503333,3.705234375,93.4
Hobart,,4,2009Q2,Hobart2009Q2,10,2830,52,55,3,16,3,8,2,4,3,6,2,2,0,0.019434629,0.001060071,0.00565371,0.001060071,0.8,0.2,0.8,0.571428571,0.3,0.4,0.75,0.2,0.6,1,0,0.2,13367,91.7,4.859575467,406.693,3.770769231,96.4
Hobart,,4,2009Q3,Hobart2009Q3,15,5803,90,79,4,-25,-1,11,3,5,2,5,10,2,3,0.013613648,0.000689299,-0.004308116,-0.000172325,0.785714286,0.2,0.733333333,0.714285714,0.133333333,0.333333333,0.333333333,0.666666667,0.333333333,0.4,0.2,0.133333333,13261,92.3,4.8520445,407.8056667,3.855378788,98.6
Hobart,,4,2009Q4,Hobart2009Q4,4,1859,13,46,1,-11,1,4,0,1,0,2,2,1,0,0.024744486,0.000537924,-0.00591716,0.000537924,1,0,1,1,0,0.25,0.5,0.5,0.5,1,0,0.25,14085,93,5.647043167,408.945,4.394469697,104.2
Hobart,,4,2010Q1,Hobart2010Q1,4,1558,31,68,3,4,1,4,0,3,0,2,1,1,0,0.0436457,0.001925546,0.002567394,0.000641849,1,0,1,1,0,0.75,0.666666667,0.25,0.5,1,0,0.25,12807,93.8,6.107860333,410.5076667,4.50421875,105.9
Hobart,,4,2010Q2,Hobart2010Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14273,94.9,5.684982933,411.6743333,4.947307692,103.6
Hobart,,4,2010Q3,Hobart2010Q3,4,1556,35,31,0,-1,-3,4,0,1,1,2,2,0,2,0.019922879,0,-0.000642674,-0.001928021,1,0,1,0.5,0.25,0.25,0.5,0.5,0.5,0,0.5,0,14107,95.5,5.759491033,412.4923333,5.155833333,103.5
Hobart,,4,2010Q4,Hobart2010Q4,1,330,8,6,1,0,0,1,0,1,0,0,0,0,0,0.018181818,0.003030303,0,0,1,0,1,1,0,1,,0,0,,0,0,14992,96.3,5.4307893,413.3636667,5.281893939,106.6
Hobart,,4,2011Q1,Hobart2011Q1,1,166,5,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-0.006024096,0,,0,0,,0,0,0,1,0,,0,0,13514,97.6,6.141999133,414.4156667,5.316640625,105.9
Hobart,,4,2011Q2,Hobart2011Q2,3,613,19,-2,-1,-5,0,2,1,0,1,1,2,0,0,-0.003262643,-0.001631321,-0.008156607,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0,0.333333333,0.666666667,0.333333333,,0,0,14690,98.9,5.1063809,415.146,5.118615385,102.9
Hobart,,4,2011Q3,Hobart2011Q3,3,1388,30,26,0,4,-2,3,0,1,1,2,1,0,2,0.018731988,0,0.002881844,-0.001440922,1,0,1,0.5,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0,0.666666667,0,14792,99.3,4.9601596,415.6956667,4.986212121,100.6
Hobart,,4,2011Q4,Hobart2011Q4,2,439,13,6,0,7,1,1,1,1,1,2,0,1,0,0.013667426,0,0.01594533,0.002277904,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,1,0,0.5,15543,99.6,6.035226067,415.968,4.954076923,101.9
Hobart,,4,2012Q1,Hobart2012Q1,4,1474,18,18,0,-21,-2,4,0,1,1,1,3,0,2,0.012211669,0,-0.014246947,-0.001356852,1,0,1,0.5,0.25,0.25,0.25,0.75,0.25,0,0.5,0,13983,100.1,7.385438,416.3366667,4.694846154,99.4
Hobart,,4,2012Q2,Hobart2012Q2,7,4332,100,56,5,-31,-1,6,1,3,2,2,5,1,3,0.012927054,0.001154201,-0.007156048,-0.00023084,0.857142857,0.142857143,0.857142857,0.6,0.285714286,0.428571429,0.285714286,0.714285714,0.285714286,0.25,0.428571429,0.142857143,14998,100.9,6.839219133,416.5316667,4.461923077,98.2
Hobart,,4,2012Q3,Hobart2012Q3,3,1140,11,18,2,-4,-1,2,1,2,0,1,2,0,1,0.015789474,0.001754386,-0.003508772,-0.000877193,0.666666667,0.333333333,0.666666667,1,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0.333333333,0,14603,101,6.6419938,416.5676667,4.152923077,98.1
Hobart,,4,2012Q4,Hobart2012Q4,3,1268,23,26,3,-4,1,1,0,1,0,1,2,1,1,0.020504732,0.002365931,-0.003154574,0.000788644,1,0,0.333333333,1,0,0.333333333,0.333333333,0.666666667,0.333333333,0.5,0.333333333,0.333333333,15258,101.3,6.9370004,416.755,3.500075758,98.4
Hobart,,4,2013Q1,Hobart2013Q1,5,2158,29,38,4,-3,1,4,1,3,0,1,4,1,0,0.017608897,0.001853568,-0.001390176,0.000463392,0.8,0.2,0.8,1,0,0.6,0.2,0.8,0.2,1,0,0.2,13855,101.3,7.694368567,417.1503333,3.19015625,100
Hobart,,4,2013Q2,Hobart2013Q2,10,3926,68,68,2,4,0,7,3,4,4,2,6,1,1,0.017320428,0.000509424,0.001018849,0,0.7,0.3,0.7,0.5,0.4,0.4,0.25,0.6,0.2,0.5,0.1,0.1,14715,101.7,7.5857996,417.4113333,3.062076923,100
Hobart,,4,2013Q3,Hobart2013Q3,8,2373,61,64,1,-4,-1,7,1,4,2,2,4,0,1,0.02697008,0.000421408,-0.00168563,-0.000421408,0.875,0.125,0.875,0.666666667,0.25,0.5,0.333333333,0.5,0.25,0,0.125,0,14416,101.9,7.8681762,417.7816667,2.793560606,101
Hobart,,4,2013Q4,Hobart2013Q4,3,1262,28,26,0,4,-1,3,0,0,0,2,1,0,1,0.020602219,0,0.003169572,-0.000792393,1,0,1,,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,0,15324,102.3,7.616125233,418.3083333,2.725606061,103.3
Hobart,,4,2014Q1,Hobart2014Q1,1,456,4,6,0,0,0,1,0,0,0,0,0,0,0,0.013157895,0,0,0,1,0,1,,0,0,,0,0,,0,0,13759,102.5,8.010787767,419.052,2.770859375,103.7
Hobart,,4,2014Q2,Hobart2014Q2,4,1738,20,42,3,14,1,4,0,2,0,4,0,1,0,0.024165708,0.001726122,0.008055236,0.000575374,1,0,1,1,0,0.5,1,0,1,1,0,0.25,14647,102.9,7.142128633,419.4196667,2.885692308,104.1
Hobart,,4,2014Q3,Hobart2014Q3,5,2157,26,47,1,10,0,4,0,2,1,3,1,1,1,0.021789522,0.000463607,0.004636069,0,1,0,0.8,0.666666667,0.2,0.4,0.75,0.2,0.6,0.5,0.2,0.2,14332,102.9,7.1610873,419.7676667,2.954015152,104.4
Hobart,,4,2014Q4,Hobart2014Q4,3,1182,12,36,2,0,0,3,0,2,0,1,2,0,0,0.030456853,0.001692047,0,0,1,0,1,1,0,0.666666667,0.333333333,0.666666667,0.333333333,,0,0,15031,103.3,6.54294,420.148,3.008787879,105.2
Hobart,,4,2015Q1,Hobart2015Q1,3,1250,13,46,2,-2,2,3,0,2,0,2,1,2,0,0.0368,0.0016,-0.0016,0.0016,1,0,1,1,0,0.666666667,0.666666667,0.333333333,0.666666667,1,0,0.666666667,13600,103.6,6.814803767,420.874,2.762890625,105.7
Hobart,,4,2015Q2,Hobart2015Q2,10,4346,48,81,3,-10,1,9,1,4,1,5,3,2,1,0.018637828,0.00069029,-0.002300966,0.000230097,0.9,0.1,0.9,0.8,0.1,0.4,0.625,0.3,0.5,0.666666667,0.1,0.2,14251,104,6.711058567,421.5156667,2.523923077,105.7
Hobart,,4,2015Q3,Hobart2015Q3,14,7085,83,194,8,36,3,14,0,8,0,10,3,3,0,0.027381793,0.001129146,0.005081157,0.00042343,1,0,1,1,0,0.571428571,0.769230769,0.214285714,0.714285714,1,0,0.214285714,13981,104,6.138443333,422.0826667,2.476818182,106.2
Hobart,,4,2015Q4,Hobart2015Q4,8,4197,44,117,4,55,0,7,1,5,1,6,2,1,1,0.027877055,0.000953062,0.013104599,0,0.875,0.125,0.875,0.833333333,0.125,0.625,0.75,0.25,0.75,0.5,0.125,0.125,14626,104.3,6.497816133,422.4256667,2.598636364,108.9
Hobart,,4,2016Q1,Hobart2016Q1,6,3268,36,81,4,25,1,5,1,3,0,4,2,1,0,0.024785802,0.00122399,0.007649939,0.000305998,0.833333333,0.166666667,0.833333333,1,0,0.5,0.666666667,0.333333333,0.666666667,1,0,0.166666667,13338,105.1,6.928177633,423.211,2.554384615,110.1
Hobart,,4,2016Q2,Hobart2016Q2,6,2081,34,67,4,19,0,6,0,4,0,4,2,0,0,0.03219606,0.001922153,0.009130226,0,1,0,1,1,0,0.666666667,0.666666667,0.333333333,0.666666667,,0,0,14318,106.1,6.2737478,423.917,2.379,110.9
Hobart,,4,2016Q3,Hobart2016Q3,12,6467,47,140,9,21,2,12,0,7,0,7,2,2,0,0.021648369,0.001391681,0.003247255,0.000309262,1,0,1,1,0,0.583333333,0.777777778,0.166666667,0.583333333,1,0,0.166666667,14139,106.9,6.519406867,424.7536667,2.28969697,113.4
Hobart,,4,2016Q4,Hobart2016Q4,8,4190,34,138,4,43,-1,8,0,3,1,7,1,0,1,0.032935561,0.000954654,0.01026253,-0.000238663,1,0,1,0.75,0.125,0.375,0.875,0.125,0.875,0,0.125,0,15351,108,6.226478967,425.8953333,2.277538462,118.5
Hobart,,4,2017Q1,Hobart2017Q1,8,2911,43,112,8,33,3,8,0,6,0,7,1,3,0,0.038474751,0.002748196,0.011336311,0.001030574,1,0,1,1,0,0.75,0.875,0.125,0.875,1,0,0.375,14021,109.5,6.007224133,427.333,2.197923077,122.5
Hobart,,4,2017Q2,Hobart2017Q2,14,7712,77,146,3,-17,-2,14,0,4,2,6,8,0,2,0.018931535,0.000389004,-0.002204357,-0.000259336,1,0,1,0.666666667,0.142857143,0.285714286,0.428571429,0.571428571,0.428571429,0,0.142857143,0,14790,110.6,5.654203133,428.588,2.083076923,124.7
Hobart,,4,2017Q3,Hobart2017Q3,6,2633,33,59,4,-2,2,6,0,4,0,4,2,2,0,0.0224079,0.00151918,-0.00075959,0.00075959,1,0,1,1,0,0.666666667,0.666666667,0.333333333,0.666666667,1,0,0.333333333,14616,111.3,5.9620855,429.838,2.095230769,129
Hobart,,4,2017Q4,Hobart2017Q4,14,6043,67,154,9,19,2,14,0,8,0,9,4,2,0,0.025484031,0.001489326,0.003144134,0.000330961,1,0,1,1,0,0.571428571,0.692307692,0.285714286,0.642857143,1,0,0.142857143,15333,111.8,5.900666733,431.014,2.135153846,134
Hobart,,4,2018Q1,Hobart2018Q1,14,7863,67,245,8,29,3,14,0,8,1,8,4,4,1,0.031158591,0.001017423,0.00368816,0.000381534,1,0,1,0.888888889,0.071428571,0.571428571,0.666666667,0.285714286,0.571428571,0.8,0.071428571,0.285714286,14124,113.6,5.959526233,432.616,2.157230769,139.8
Hobart,,4,2018Q2,Hobart2018Q2,10,4100,56,103,6,-7,-2,9,0,4,2,6,4,0,2,0.025121951,0.001463415,-0.001707317,-0.000487805,1,0,0.9,0.666666667,0.2,0.4,0.6,0.4,0.6,0,0.2,0,15083,114.5,5.9684669,434.123,2.224384615,144
Hobart,,4,2018Q3,Hobart2018Q3,9,3971,40,111,7,29,1,9,0,7,1,7,0,2,1,0.027952657,0.00176278,0.007302946,0.000251826,1,0,1,0.875,0.111111111,0.777777778,1,0,0.777777778,0.666666667,0.111111111,0.222222222,14812,116.3,6.017902167,435.7296667,2.363384615,145.8
Hobart,,4,2018Q4,Hobart2018Q4,8,3020,42,112,6,16,0,8,0,4,1,6,2,2,2,0.037086093,0.001986755,0.005298013,0,1,0,1,0.8,0.125,0.5,0.75,0.25,0.75,0.5,0.25,0.25,15631,117.8,5.5785684,437.3176667,2.338030303,146.8
Hobart,,4,2019Q1,Hobart2019Q1,5,2129,21,48,3,12,1,5,0,3,1,3,0,1,0,0.022545796,0.001409112,0.005636449,0.000469704,1,0,1,0.75,0.2,0.6,1,0,0.6,1,0,0.2,14309,119.7,7.006555467,438.9573333,2.1821875,146.2
Hobart,,4,2019Q2,Hobart2019Q2,13,6070,63,109,0,-1,2,9,3,3,4,8,4,2,1,0.017957166,0,-0.000164745,0.000329489,0.75,0.230769231,0.692307692,0.428571429,0.307692308,0.230769231,0.666666667,0.307692308,0.615384615,0.666666667,0.076923077,0.153846154,15459,121.3,6.514051333,439.9666667,1.700230769,146.9
Hobart,,4,2019Q3,Hobart2019Q3,9,3756,41,109,4,25,2,9,0,4,0,8,1,2,0,0.029020234,0.001064963,0.006656017,0.000532481,1,0,1,1,0,0.444444444,0.888888889,0.111111111,0.888888889,1,0,0.222222222,15276,122.6,6.2439409,440.788,1.345606061,148.8
Hobart,,4,2019Q4,Hobart2019Q4,6,2874,28,61,4,-3,0,5,0,4,0,4,2,0,0,0.021224774,0.001391788,-0.001043841,0,1,0,0.833333333,1,0,0.666666667,0.666666667,0.333333333,0.666666667,,0,0,15813,124.4,5.547870033,442.096,1.124242424,152.8
Darwin,,3,2003Q1,Darwin2003Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11091,60.5,5.792370033,144.9116667,4.638196875,
Darwin,,3,2003Q2,Darwin2003Q2,1,331,3,12,0,-3,0,1,0,0,0,0,1,0,0,0.036253776,0,-0.009063444,0,1,0,1,,0,0,0,1,0,,0,0,11593,60.8,6.489345267,145.1636667,4.587512308,
Darwin,,3,2003Q3,Darwin2003Q3,4,1219,18,19,2,-4,0,4,0,2,0,1,2,0,0,0.015586546,0.001640689,-0.003281378,0,1,0,1,1,0,0.5,0.333333333,0.5,0.25,,0,0,11810,60.9,5.298194367,145.4773333,4.738401515,40.5
